n_seeds,mean_DeltaS,std_DeltaS,median_DeltaS,ci95_low,ci95_high,p_perm,cohen_d_paired
100,0.06691802136274719,0.11500769340355826,0.04701725438330943,0.04646140160168837,0.08917925548835007,0.0,0.5818569121974652
